0,0.000274
0.0001002,0.000276
0.000200401,0.00027
0.000300601,0.000259
0.000400802,0.000268
0.000501002,0.000256
0.000601202,0.000243
0.000701403,0.000247
0.000801603,0.000227
0.000901804,0.000231
0.001002,0.000226
0.0011022,0.000225
0.0012024,0.000216
0.00130261,0.000219
0.00140281,0.000204
0.00150301,0.000203
0.00160321,0.000201
0.00170341,0.000194
0.00180361,0.00019
0.00190381,0.000184
0.00200401,0.000179
0.00210421,0.000175
0.00220441,0.000168
0.00230461,0.000166
0.00240481,0.000161
0.00250501,0.000155
0.00260521,0.000146
0.00270541,0.000143
0.00280561,0.000144
0.00290581,0.000131
0.00300601,0.000123
0.00310621,0.00012
0.00320641,0.000114
0.00330661,0.000103
0.00340681,0.000101
0.00350701,9.3e-05
0.00360721,8.6e-05
0.00370741,8.4e-05
0.00380762,8.2e-05
0.00390782,7.9e-05
0.00400802,7.2e-05
0.00410822,6.8e-05
0.00420842,6.3e-05
0.00430862,6e-05
0.00440882,5e-05
0.00450902,3.8e-05
0.00460922,3.1e-05
0.00470942,2.5e-05
0.00480962,2.2e-05
0.00490982,1.6e-05
0.00501002,1.1e-05
0.00511022,4e-06
0.00521042,2e-06
0.00531062,4e-06
0.00541082,1.2e-05
0.00551102,1.7e-05
0.00561122,2.5e-05
0.00571142,2.7e-05
0.00581162,2.7e-05
0.00591182,3.9e-05
0.00601202,4.9e-05
0.00611222,5.7e-05
0.00621242,6e-05
0.00631263,7.3e-05
0.00641283,8.1e-05
0.00651303,8e-05
0.00661323,9.2e-05
0.00671343,9.7e-05
0.00681363,0.000104
0.00691383,0.000106
0.00701403,0.00012
0.00711423,0.000119
0.00721443,0.000124
0.00731463,0.000124
0.00741483,0.000131
0.00751503,0.000138
0.00761523,0.000147
0.00771543,0.00015
0.00781563,0.00016
0.00791583,0.000168
0.00801603,0.000174
0.00811623,0.000183
0.00821643,0.000193
0.00831663,0.000208
0.00841683,0.000213
0.00851703,0.000217
0.00861723,0.000218
0.00871743,0.000226
0.00881764,0.000231
0.00891784,0.000237
0.00901804,0.000241
0.00911824,0.000245
0.00921844,0.000255
0.00931864,0.000257
0.00941884,0.000264
0.00951904,0.000273
0.00961924,0.000284
0.00971944,0.000293
0.00981964,0.0003
0.00991984,0.00031
0.01002,0.000313
0.0101202,0.000329
0.0102204,0.000331
0.0103206,0.000339
0.0104208,0.000342
0.010521,0.000351
0.0106212,0.000351
0.0107214,0.00036
0.0108216,0.000367
0.0109218,0.000375
0.011022,0.000382
0.0111222,0.000398
0.0112224,0.0004
0.0113226,0.000401
0.0114228,0.000423
0.011523,0.000423
0.0116232,0.000431
0.0117234,0.000442
0.0118236,0.000452
0.0119238,0.000456
0.012024,0.000459
0.0121242,0.000467
0.0122244,0.000477
0.0123246,0.000479
0.0124248,0.000495
0.012525,0.000492
0.0126253,0.000502
0.0127255,0.000516
0.0128257,0.000516
0.0129259,0.000532
0.0130261,0.000549
0.0131263,0.00055
0.0132265,0.000557
0.0133267,0.000564
0.0134269,0.000573
0.0135271,0.000587
0.0136273,0.000582
0.0137275,0.000588
0.0138277,0.000607
0.0139279,0.00061
0.0140281,0.00062
0.0141283,0.000629
0.0142285,0.000642
0.0143287,0.000642
0.0144289,0.000661
0.0145291,0.000678
0.0146293,0.000673
0.0147295,0.000676
0.0148297,0.000692
0.0149299,0.000695
0.0150301,0.000712
0.0151303,0.000717
0.0152305,0.000731
0.0153307,0.000738
0.0154309,0.000744
0.0155311,0.000749
0.0156313,0.000762
0.0157315,0.000776
0.0158317,0.000793
0.0159319,0.000801999
0.0160321,0.000807999
0.0161323,0.000812999
0.0162325,0.000820999
0.0163327,0.000827999
0.0164329,0.000839999
0.0165331,0.000847999
0.0166333,0.000857999
0.0167335,0.000867999
0.0168337,0.000885999
0.0169339,0.000893999
0.0170341,0.000913
0.0171343,0.000914
0.0172345,0.000925
0.0173347,0.000938
0.0174349,0.000945
0.0175351,0.000963
0.0176353,0.000964
0.0177355,0.000988
0.0178357,0.000988
0.0179359,0.001
0.0180361,0.001013
0.0181363,0.001023
0.0182365,0.001043
0.0183367,0.001049
0.0184369,0.001061
0.0185371,0.00107
0.0186373,0.001087
0.0187375,0.001097
0.0188377,0.00111
0.0189379,0.001122
0.0190381,0.001146
0.0191383,0.001147
0.0192385,0.001169
0.0193387,0.001177
0.0194389,0.001189
0.0195391,0.001209
0.0196393,0.001209
0.0197395,0.001237
0.0198397,0.001246
0.0199399,0.001265
0.0200401,0.001287
0.0201403,0.001295
0.0202405,0.001315
0.0203407,0.001317
0.0204409,0.001332
0.0205411,0.001353
0.0206413,0.001364
0.0207415,0.001397
0.0208417,0.001399
0.0209419,0.001424
0.0210421,0.001447
0.0211423,0.001456
0.0212425,0.001475
0.0213427,0.00149
0.0214429,0.001511
0.0215431,0.00154
0.0216433,0.001558
0.0217435,0.001571
0.0218437,0.001598
0.0219439,0.001597
0.0220441,0.001645
0.0221443,0.001655
0.0222445,0.001681
0.0223447,0.001713
0.0224449,0.001716
0.0225451,0.001766
0.0226453,0.001768
0.0227455,0.001811
0.0228457,0.001841
0.0229459,0.001858
0.0230461,0.001891
0.0231463,0.001912
0.0232465,0.00195
0.0233467,0.001992
0.0234469,0.002004
0.0235471,0.002061
0.0236473,0.00208
0.0237475,0.002134
0.0238477,0.002166
0.0239479,0.002192
0.0240481,0.002259
0.0241483,0.00228
0.0242485,0.00234
0.0243487,0.002393
0.0244489,0.002431
0.0245491,0.002502
0.0246493,0.002538
0.0247495,0.002606
0.0248497,0.002674
0.0249499,0.002733
0.0250501,0.002824
0.0251503,0.002873
0.0252505,0.002977
0.0253507,0.003055
0.0254509,0.00314
0.0255511,0.00325
0.0256513,0.003362
0.0257515,0.003469
0.0258517,0.003604
0.0259519,0.003718
0.0260521,0.003896
0.0261523,0.004033
0.0262525,0.004249
0.0263527,0.00441
0.0264529,0.004637
0.0265531,0.004882
0.0266533,0.005113
0.0267535,0.005442
0.0268537,0.00573
0.0269539,0.00610901
0.0270541,0.006505
0.0271543,0.006976
0.0272545,0.007485
0.0273547,0.008084
0.0274549,0.008748
0.0275551,0.009538
0.0276553,0.010426
0.0277555,0.011474
0.0278557,0.012717
0.0279559,0.014068
0.0280561,0.015808
0.0281563,0.017782
0.0282565,0.020242
0.0283567,0.023207
0.0284569,0.026779
0.0285571,0.031167
0.0286573,0.036616
0.0287575,0.043594
0.0288577,0.052558
0.0289579,0.064188
0.0290581,0.079783
0.0291583,0.100251
0.0292585,0.128545
0.0293587,0.169417
0.0294589,0.228378
0.0295591,0.318515
0.0296593,0.462653
0.0297595,0.707067
0.0298597,1.16313
0.0299599,2.12259
0.0300601,4.76068
0.0301603,14.3449
0.0302605,43.1939
0.0303607,98.4841
0.0304609,164.144
0.0305611,198.061
0.0306613,177.153
0.0307615,116.503
0.0308617,57.0241
0.0309619,22.2293
0.0310621,8.96104
0.0311623,4.22407
0.0312625,2.01864
0.0313627,1.21277
0.0314629,0.860355
0.0315631,0.471652
0.0316633,0.335981
0.0317635,0.321625
0.0318637,0.273364
0.0319639,0.278156
0.0320641,0.104634
0.0321643,0.119113
0.0322645,0.150823
0.0323647,0.0496717
0.0324649,0.0877864
0.0325651,0.0470666
0.0326653,0.157769
0.0327655,0.235337
0.0328657,0.236886
0.0329659,0.540286
0.0330661,1.69953
0.0331663,4.62671
0.0332665,8.91753
0.0333667,12.2515
0.0334669,12.6606
0.0335671,10.0613
0.0336673,6.73607
0.0337675,3.92186
0.0338677,2.05996
0.0339679,1.05829
0.0340681,0.524721
0.0341683,0.28868
0.0342685,0.151676
0.0343687,0.088174
0.0344689,0.056771
0.0345691,0.037711
0.0346693,0.026357
0.0347695,0.018695
0.0348697,0.013371
0.0349699,0.009712
0.0350701,0.006925
0.0351703,0.005127
0.0352705,0.003735
0.0353707,0.002707
0.0354709,0.001946
0.0355711,0.001331
0.0356713,0.000925
0.0357715,0.000714
0.0358717,0.000418
0.0359719,0.000426
0.0360721,0.000285
0.0361723,0.000299
0.0362725,0.000394
0.0363727,0.000377
0.0364729,0.000627
0.0365731,0.000634
0.0366733,0.000881
0.0367735,0.00104
0.0368737,0.001275
0.0369739,0.00157
0.0370741,0.001808
0.0371743,0.002201
0.0372745,0.002536
0.0373747,0.002971
0.0374749,0.003427
0.0375751,0.003979
0.0376754,0.00456
0.0377756,0.005301
0.0378757,0.006062
0.037976,0.007041
0.0380762,0.008143
0.0381764,0.009412
0.0382766,0.010953
0.0383768,0.012756
0.038477,0.015018
0.0385772,0.017761
0.0386774,0.021108
0.0387776,0.025394
0.0388778,0.030768
0.038978,0.037925
0.0390782,0.047151
0.0391784,0.059665
0.0392786,0.076454
0.0393788,0.100335
0.039479,0.135363
0.0395792,0.18876
0.0396794,0.273458
0.0397796,0.414307
0.0398798,0.674557
0.03998,1.20973
0.0400802,2.616
0.0401804,7.94031
0.0402806,25.2009
0.0403808,58.2851
0.040481,95.7225
0.0405812,115.121
0.0406814,101.134
0.0407816,65.7223
0.0408818,32.1167
0.040982,12.9869
0.0410822,5.39857
0.0411824,2.66354
0.0412826,1.50788
0.0413828,0.821412
0.041483,0.466088
0.0415832,0.364959
0.0416834,0.255313
0.0417836,0.187853
0.0418838,0.128648
0.041984,0.147002
0.0420842,0.17471
0.0421844,0.135164
0.0422846,0.26639
0.0423848,0.742785
0.042485,2.18044
0.0425852,5.15875
0.0426854,8.82625
0.0427856,11.057
0.0428858,10.1841
0.042986,7.02174
0.0430862,3.85328
0.0431864,1.84831
0.0432866,0.937652
0.0433868,0.475441
0.043487,0.190942
0.0435872,0.088618
0.0436874,0.047703
0.0437876,0.025259
0.0438878,0.013291
0.043988,0.005546
0.0440882,0.000795
0.0441884,0.002063
0.0442886,0.004384
0.0443888,0.005319
0.044489,0.006648
0.0445892,0.006909
0.0446894,0.007484
0.0447896,0.007674
0.0448898,0.007685
0.04499,0.007796
0.0450902,0.007717
0.0451904,0.007735
0.0452906,0.007611
0.0453908,0.007537
0.045491,0.00734
0.0455912,0.007321
0.0456914,0.007127
0.0457916,0.006997
0.0458918,0.006867
0.045992,0.006677
0.0460922,0.00665
0.0461924,0.006389
0.0462926,0.006382
0.0463928,0.006182
0.046493,0.006021
0.0465932,0.005969
0.0466934,0.005768
0.0467936,0.005752
0.0468938,0.005578
0.046994,0.005474
0.0470942,0.005386
0.0471944,0.005263
0.0472946,0.005203
0.0473948,0.005042
0.047495,0.004971
0.0475952,0.004911
0.0476954,0.004779
0.0477956,0.004737
0.0478958,0.004616
0.047996,0.004551
0.0480962,0.004462
0.0481964,0.004372
0.0482966,0.004327
0.0483968,0.004241
0.048497,0.004171
0.0485972,0.004104
0.0486974,0.004033
0.0487976,0.003987
0.0488978,0.003913
0.048998,0.003835
0.0490982,0.003807
0.0491984,0.003709
0.0492986,0.003705
0.0493988,0.0036
0.049499,0.00358
0.0495992,0.003518
0.0496994,0.003441
0.0497996,0.003418
0.0498998,0.00336
0.05,0.003316
